Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Points (Total),id,Date_earliest,song_count,Points (Total)_grouped,date_difference,total_points,average_point,artist_count
2018-12-31,0.643,0.904,-3694.0,0.074,0.078,0.0,0.481,33,5Xn4IyTtW6FUGIUyWjbUHG,2018-08-24,98,10722,1739 days,291322.83333336003,41617.54761905143,2
2018-12-31,0.667,0.871,-4905.0,0.034,0.006,0.007,0.187,74,4aBYzs8RxZMuqyOanNlf8I,2018-12-31,1,74,1610 days,269254.83333336003,38464.97619048,3
2018-12-31,0.548,0.704,-4838.0,0.078,0.017,0.0,0.288,26,7COfe3P7KgfwDwIRB8LIDw,2018-05-25,69,2325,1830 days,588269.33333334,84038.47619047714,2
2018-12-31,0.646,0.741,-4973.0,0.034,0.028,0.0,0.571,17,6h5PAsRni4IRlxWr6uDPTP,2018-07-03,21,604,1791 days,53393.0,7627.571428571428,1
2018-12-31,0.6,0.688,-8339.0,0.201,0.159,0.0,0.079,78,63SevszngYpZOwf63o61K4,2018-03-12,247,34806,1904 days,35522.0,5074.571428571428,1
2018-12-31,0.734,0.765,-5562.0,0.062,0.151,0.0,0.518,86,3DGar7krWlmrXRFHBcQF6z,2018-07-27,103,9778,1767 days,10588.0,1512.5714285714284,2
2018-12-31,0.662,0.858,-4844.0,0.043,0.002,0.0,0.295,51,6Pgkp4qUoTmJIPn7ReaGxL,2018-07-03,43,1555,1791 days,156128.0,22304.0,1
2018-12-29,0.817,0.74,-4566.0,0.283,0.266,0.0,0.674,4,2wRkBumdItthjYP9XknImg,2018-10-11,55,1521,1691 days,1264821.166666687,180688.73809524105,3
2018-12-28,0.85,0.5,-6708.0,0.067,0.014,0.0,0.816,67,5jGUJXnELDaDTgiRjD9lsg,2018-12-24,2,71,1617 days,1291902.166666687,184557.4523809553,3
2018-12-28,0.872,0.591,-6952.0,0.359,0.111,0.0,0.696,1,0hPLZrnDgtKxrym1BHjDhd,2018-12-21,6,371,1620 days,185166.16666668,26452.309523811426,1
2018-12-27,0.792,0.768,-5074.0,0.107,0.046,0.0,0.295,22,1KFN3kB4hc6r7ILpifFsqf,2018-11-09,12,423,1662 days,67571.5,9653.07142857143,1
2018-12-26,0.497,0.661,-9047.0,0.036,0.328,0.0,0.894,118,3Z3QhZAZpqwZa1phsbQ3JZ,2017-12-01,54,6402,2005 days,22785.0,3255.0,1
2018-12-26,0.603,0.321,-11489.0,0.06,0.881,0.0,0.844,106,7inXu0Eaeg02VsM8kHNvzM,2017-11-25,65,7214,2011 days,25944.0,3706.285714285714,2
2018-12-26,0.541,0.909,-3101.0,0.036,0.128,0.0,0.962,61,2ISl1zekPsc26sUQpVt8UB,2017-12-01,43,3412,2005 days,17196.0,2456.5714285714284,1
2018-12-26,0.664,0.741,-7399.0,0.028,0.216,0.0,0.669,17,1UQbxSOVbauPxaUh337GTx,2018-12-19,8,839,1622 days,14478.0,2068.285714285714,1
2018-12-26,0.529,0.772,-7013.0,0.029,0.403,0.0,0.853,66,5ASM6Qjiav2xPe7gRkQMsQ,2017-12-22,12,1497,1984 days,20579.0,2939.8571428571427,1
2018-12-25,0.506,0.86,-6276.0,0.425,0.198,0.0,0.582,52,1aoIbIxOlTOgH9nyiJvFPz,2018-12-24,2,64,1617 days,44974.0,6424.857142857143,1
2018-12-25,0.325,0.759,-7146.0,0.053,0.395,0.0,0.36,142,6bNuwzORFWORu9Ym7dBCPl,2018-12-22,4,355,1619 days,9031.0,1290.142857142857,1
2018-12-25,0.558,0.566,-9363.0,0.024,0.275,0.0,0.495,72,5x37oQPX5730aqxlvXT2qa,2018-12-23,3,164,1618 days,438.0,62.57142857142857,1
2018-12-25,0.431,0.195,-13207.0,0.052,0.802,0.0,0.157,80,1dinW5tLGDdPhxtW8vMkUn,2018-12-24,2,116,1617 days,116.0,16.571428571428573,1
2018-12-25,0.725,0.58,-5422.0,0.043,0.225,0.0,0.66,13,4uqRDeCgXPLQFYqA5uf5Tr,2018-12-24,2,92,1617 days,5459.0,779.8571428571429,1
2018-12-25,0.566,0.497,-7424.0,0.051,0.768,0.0,0.846,59,76nIlhb7sx9W9ceQKVKreg,2018-12-24,2,73,1617 days,2334.0,333.42857142857144,1
2018-12-25,0.351,0.604,-5256.0,0.029,0.477,0.0,0.168,78,1wur1SW656paPv7EyTqWu4,2018-12-24,2,143,1617 days,619.0,88.42857142857143,1
2018-12-25,0.284,0.637,-4893.0,0.049,0.063,0.0,0.197,44,5KHzV8Gf3aweIMImliFAOs,2018-12-23,3,208,1618 days,173683.0,24811.857142857145,2
2018-12-25,0.273,0.161,-16091.0,0.036,0.961,0.001,0.111,119,4eqne0oIdt9GW2ubiliny0,2017-12-23,6,485,1983 days,1262.0,180.28571428571428,1
2018-12-25,0.514,0.362,-7758.0,0.026,0.303,0.0,0.301,144,1hy6kKvsPbv7VTcllCuATC,2017-12-10,22,1346,1996 days,32635.0,4662.142857142857,1
2018-12-25,0.223,0.146,-16084.0,0.032,0.281,0.0,0.176,1,4lftz0V8DZhWSVtL4GrzMH,2018-12-25,1,1,1616 days,13823.333333326998,1974.761904761,1
2018-12-25,0.327,0.24,-15181.0,0.033,0.851,0.0,0.193,62,1QXg7pVx5hpAZWw8KIAcGw,2017-12-24,3,178,1982 days,1177.0,168.14285714285714,1
2018-12-25,0.125,0.174,-16878.0,0.036,0.949,0.001,0.123,33,0i7lZhEMEheehKyCtBJIIL,2017-12-25,2,94,1981 days,1177.0,168.14285714285714,1
2018-12-25,0.485,0.297,-12332.0,0.079,0.777,0.0,0.622,114,79a2ejVzj2SpXkpWdfv1Co,2018-12-24,2,201,1617 days,2334.0,333.42857142857144,1
2018-12-25,0.694,0.243,-15632.0,0.072,0.871,0.0,0.578,111,597IVBYr60vm0HKjgOnztJ,2017-12-24,4,297,1982 days,1177.0,168.14285714285714,1
2018-12-25,0.605,0.663,-8949.0,0.027,0.699,0.0,0.893,69,6XAdcAseYtijN0QUnQFsH2,2018-12-24,2,95,1617 days,124.0,17.714285714285715,1
2018-12-25,0.54,0.928,-6252.0,0.034,0.089,0.0,0.796,163,11P4sSu6BH2lAbWk1sL6cK,2018-12-02,17,1282,1639 days,56347.83333332,8049.690476188572,1
2018-12-25,0.697,0.385,-9.47,0.04,0.35,0.003,0.736,22,517HDzHbAwuGM25wiU5r9J,2018-12-24,2,37,1617 days,254.0,36.285714285714285,1
2018-12-25,0.499,0.456,-11528.0,0.4,0.753,0.0,0.94,9,5aJP0MZjb8LtPAT5WicCZm,2018-12-25,1,9,1616 days,27333.0,3904.714285714286,1
2018-12-25,0.674,0.319,-7109.0,0.076,0.642,0.0,0.747,29,56dllQaFZBw3SPTiKZvqYH,2017-12-25,2,89,1981 days,174.0,24.857142857142858,1
2018-12-25,0.34,0.181,-15232.0,0.036,0.982,0.002,0.178,3,4DywxkC9fZ59pBIOS8UFuX,2018-12-25,1,3,1616 days,13823.333333326998,1974.761904761,1
2018-12-24,0.529,0.793,-8092.0,0.032,0.061,0.0,0.739,34,4EM8ZRafUv02ugYyJoJo7o,2018-12-24,1,34,1617 days,454.0,64.85714285714286,1
2018-12-24,0.505,0.443,-8649.0,0.025,0.453,0.0,0.38,108,0hnErtVKN1JyvfBNfpWDpO,2017-12-24,2,205,1982 days,608.0,86.85714285714286,1
2018-12-24,0.626,0.541,-7615.0,0.031,0.352,0.0,0.255,39,3iMRGDhn0ghHIUMmlKrJOh,2018-12-24,1,39,1617 days,39.0,5.571428571428571,1
2018-12-24,0.319,0.509,-8868.0,0.031,0.642,0.0,0.427,30,3yQbBL8hsYtUhXSrmbKq8X,2018-12-24,1,30,1617 days,44974.0,6424.857142857143,1
2018-12-24,0.609,0.357,-10056.0,0.04,0.514,0.0,0.468,41,70f0ToGXTEtLKFSwHMbHoC,2017-12-24,3,159,1982 days,1924.0,274.85714285714283,1
2018-12-24,0.304,0.42,-8882.0,0.028,0.215,0.0,0.328,163,3AymrUApW5JKKaNrHQhcBG,2018-12-15,7,494,1626 days,227748.0,32535.42857142857,1
2018-12-23,0.885,0.52,-8353.0,0.359,0.0,0.0,0.306,47,2wOXxtHZgRkkrkEbKLzzqs,2018-12-21,3,305,1620 days,185166.16666668,26452.309523811426,1
2018-12-23,0.84,0.543,-7738.0,0.476,0.04,0.0,0.161,37,2QgfDF0fQ4sskDthP8MG5w,2018-12-21,3,242,1620 days,185166.16666668,26452.309523811426,1
2018-12-23,0.892,0.633,-7471.0,0.09,0.047,0.0,0.459,24,50a8bKqlwDEqeiEknrzkTO,2018-12-21,3,190,1620 days,185166.16666668,26452.309523811426,1
2018-12-23,0.904,0.575,-7823.0,0.346,0.049,0.0,0.359,42,5ZSIExfQuVv69tw5Qw3yDl,2018-12-21,3,302,1620 days,185166.16666668,26452.309523811426,1
2018-12-23,0.809,0.461,-5677.0,0.091,0.001,0.0,0.325,20,4f1XXGjZZ9EkFkrbPJek6X,2018-12-21,3,233,1620 days,185166.16666668,26452.309523811426,1
2018-12-23,0.841,0.695,-5625.0,0.415,0.001,0.0,0.408,14,0ZKKJTv21zJpNrKiL0LYyV,2018-12-21,3,212,1620 days,185166.16666668,26452.309523811426,1
2018-12-23,0.743,0.73,-4314.0,0.125,0.287,0.0,0.15,87,5YOkA7qd2983FtBQnP8sYx,2018-12-14,10,629,1627 days,1262144.166666687,180306.30952381244,1
2018-12-22,0.924,0.567,-5009.0,0.096,0.002,0.0,0.827,55,6ho88pvz4c8WCSFbdVXNia,2018-12-21,2,172,1620 days,185166.16666668,26452.309523811426,1
2018-12-21,0.879,0.41,-9233.0,0.551,0.001,0.0,0.07,26,1uULQtJ8rbsX5TwjPpPc9Q,2018-12-21,1,26,1620 days,185166.16666668,26452.309523811426,1
2018-12-21,0.966,0.519,-5682.0,0.306,0.004,0.0,0.119,30,2LqoYvMudv9xoTqNLFKILj,2018-12-21,1,30,1620 days,185166.16666668,26452.309523811426,1
2018-12-21,0.821,0.689,-5.02,0.229,0.054,0.0,0.493,14,31Zs71Yb7YoPlFx2p1uKRX,2018-12-21,1,14,1620 days,289.0,41.285714285714285,2
2018-12-21,0.864,0.608,-10567.0,0.275,0.053,0.0,0.963,19,55xNjVrGJxgqcEFqCyejTM,2018-12-21,1,19,1620 days,185166.16666668,26452.309523811426,1
2018-12-21,0.959,0.55,-8012.0,0.197,0.019,0.0,0.798,31,5stbfxsPi8gcOH2LCuA4Le,2018-12-21,1,31,1620 days,185166.16666668,26452.309523811426,1
2018-12-20,0.769,0.627,-4064.0,0.262,0.394,0.0,0.49,32,4KX8vXbouybtUptEyYxtIk,2018-12-14,7,631,1627 days,116874.4,16696.342857142856,1
2018-12-18,0.666,0.647,-10578.0,0.027,0.203,0.0,0.708,48,75zwAkyhjTb6CVX9gMJSU4,2018-12-01,16,849,1640 days,14478.0,2068.285714285714,1
2018-12-18,0.529,0.772,-7013.0,0.029,0.403,0.0,0.853,98,4rERoP56GEEjKmshbphPBK,2018-12-01,18,1433,1640 days,20579.0,2939.8571428571427,1
2018-12-17,0.712,0.374,-10215.0,0.511,0.795,0.0,0.779,6,7uqcLJFlSYjVPLUz1vPxkY,2018-12-07,10,1123,1634 days,598172.0,85453.14285714286,1
2018-12-17,0.539,0.651,-5304.0,0.043,0.065,0.0,0.474,64,6LKYeyLt4G4SlZ6OJwFhVS,2018-11-22,26,1661,1649 days,270282.5,38611.78571428572,1
2018-12-16,0.753,0.498,-5.61,0.05,0.551,0.0,0.927,196,1A6OTy97kk0mMdm78rHsm8,2018-10-18,60,11453,1684 days,1207449.0,172492.7142857143,2
2018-12-14,0.797,0.293,-7479.0,0.08,0.591,0.072,0.478,49,4axYWgXASdsCBHuwInAubT,2018-12-07,8,1028,1634 days,598172.0,85453.14285714286,1
2018-12-14,0.736,0.555,-4689.0,0.076,0.035,0.0,0.323,59,0lG6QM1jjbbX5UUn3DPmrZ,2018-12-14,1,59,1627 days,49905.0,7129.285714285715,2
2018-12-14,0.747,0.898,-3683.0,0.071,0.061,0.0,0.689,2,7LLXLd0pisbEAdIVK502VM,2018-12-14,1,2,1627 days,15863.0,2266.1428571428573,1
2018-12-14,0.443,0.623,-6717.0,0.072,0.047,0.0,0.156,35,3vWzyGTu6Ovo1GdrcJqH6e,2018-12-14,1,35,1627 days,55518.0,7931.142857142857,2
2018-12-14,0.452,0.688,-4.84,0.039,0.026,0.0,0.313,73,155EsNGoXo7XSVF84oTPam,2018-12-14,1,73,1627 days,78618.0,11231.142857142857,1
2018-12-14,0.772,0.812,-3995.0,0.153,0.083,0.0,0.655,9,6o79O9qBP3OAkWOXajAQIS,2018-11-28,17,1700,1643 days,178147.0,25449.571428571428,2
2018-12-13,0.769,0.627,-4064.0,0.262,0.394,0.0,0.49,37,6RWa3fCOR5QQrQ9A3Wd3KR,2018-12-13,1,37,1628 days,116874.4,16696.342857142856,1
2018-12-13,0.568,0.636,-4265.0,0.204,0.007,0.0,0.879,6,0T6RSXxFhW8dRTWHI604ld,2018-12-07,7,714,1634 days,598172.0,85453.14285714286,1
2018-12-13,0.639,0.312,-9902.0,0.03,0.774,0.469,0.347,21,57nOpVSc3j9o03Cr928ZM4,2018-12-07,7,758,1634 days,598172.0,85453.14285714286,1
2018-12-13,0.861,0.637,-5692.0,0.24,0.052,0.0,0.474,190,7l3E7lcozEodtVsSTCkcaA,2018-10-12,63,12187,1690 days,116874.4,16696.342857142856,1
2018-12-12,0.593,0.067,-15268.0,0.072,0.949,0.0,0.19,6,5itzep0nGnq7hxCfFNsTIR,2018-12-07,6,545,1634 days,598172.0,85453.14285714286,1
2018-12-12,0.557,0.338,-9892.0,0.026,0.134,0.002,0.689,19,4KpKyRFwN0gcwj58Uqjv7q,2018-12-07,6,613,1634 days,598172.0,85453.14285714286,1
2018-12-12,0.492,0.712,-7278.0,0.691,0.564,0.0,0.23,33,5lar0mCUejpILVkAz50s2J,2018-12-07,6,685,1634 days,598172.0,85453.14285714286,1
2018-12-11,0.635,0.902,-3559.0,0.109,0.172,0.0,0.286,158,7ATATJztoWLcqDAcVVof0C,2018-08-31,103,17753,1732 days,333816.833333316,47688.11904761657,2
2018-12-11,0.931,0.387,-9127.0,0.412,0.088,0.0,0.376,140,2E124GmJRnBJuXbTb4cPUB,2018-07-22,143,25111,1772 days,87914.0,12559.142857142857,1
2018-12-11,0.699,0.304,-11192.0,0.099,0.779,0.001,0.271,1,4UKCKdYiLN6IMA5ZESUTL7,2018-03-16,190,14050,1900 days,598172.0,85453.14285714286,1
2018-12-10,0.671,0.529,-7226.0,0.307,0.077,0.0,0.203,10,0XySogm94T51XF5F2jumXm,2018-07-13,147,13453,1781 days,524816.66666666,74973.80952380857,1
2018-12-10,0.618,0.837,-5338.0,0.03,0.0,0.0,0.526,7,3TgMcrV32NUKjEG2ujn9eh,2018-12-10,1,7,1631 days,1596.0,228.0,1
2018-12-10,0.511,0.566,-7.23,0.2,0.349,0.0,0.218,175,0s3nnoMeVWz3989MkNQiRf,2018-07-13,151,28348,1781 days,524816.66666666,74973.80952380857,1
2018-12-10,0.512,0.451,-7222.0,0.131,0.161,0.0,0.368,29,47ZS1OjnJpJVfGN9yHXfMn,2018-07-19,143,9889,1775 days,353752.761904755,50536.10884353644,4
2018-12-09,0.736,0.67,-6702.0,0.311,0.186,0.0,0.845,73,6SAKXCj5jyF6IgPCPbZ5ra,2018-11-09,31,4362,1662 days,524816.66666666,74973.80952380857,1
2018-12-09,0.534,0.211,-12715.0,0.025,0.464,0.0,0.193,102,46DwQbCUzWr4bT0Uu2lDK8,2018-12-01,9,483,1640 days,483.0,69.0,1
2018-12-08,0.475,0.005,-20584.0,0.1,0.841,0.0,0.568,2,0QSt5KmJzRqU1gFJJfQJ0Q,2018-12-07,2,157,1634 days,598172.0,85453.14285714286,1
2018-12-07,0.642,0.598,-8716.0,0.283,0.505,0.0,0.508,12,1IPRghUN3LFPNbCTsfBJx9,2018-11-24,13,791,1647 days,8139.0,1162.7142857142858,1
2018-12-07,0.745,0.576,-6688.0,0.132,0.144,0.0,0.16,32,5Ta1sXtO9tXOaUacYm7tH8,2018-12-07,1,32,1634 days,53233.0,7604.714285714285,1
2018-12-07,0.792,0.777,-4402.0,0.045,0.046,0.0,0.696,6,7Cw97917dvg5xm6XMAA4Y2,2018-11-30,5,198,1641 days,5259.5,751.3571428571429,1
2018-12-07,0.733,0.63,-4296.0,0.395,0.13,0.0,0.832,17,1jQvUmf16VE9WQCPuK2e8K,2018-10-05,59,5726,1697 days,90787.0,12969.571428571428,2
2018-12-06,0.78,0.492,-3.4,0.067,0.064,0.031,0.374,153,4CH66Rxcjcj3VBHwmIBj4T,2018-11-09,28,5004,1662 days,598172.0,85453.14285714286,1
2018-12-06,0.56,0.68,-7648.0,0.321,0.555,0.0,0.319,174,0d2iYfpKoM0QCKvcLCkBao,2018-07-13,147,27624,1781 days,106889.0,15269.857142857143,1
2018-12-06,0.881,0.623,-9662.0,0.119,0.257,0.0,0.745,19,3EikYy40GMSp8l5mDV6IQo,2018-11-30,7,467,1641 days,8861.0,1265.857142857143,1
2018-12-06,0.483,0.412,-8461.0,0.04,0.737,0.0,0.247,89,41zXlQxzTi6cGAjpOXyLYH,2018-08-12,48,3148,1751 days,866391.5,123770.21428571428,1
2018-12-06,0.864,0.666,-5525.0,0.234,0.048,0.0,0.538,17,3DnZfpfe8wLeJgzc00gKeW,2018-11-30,7,627,1641 days,43993.0,6284.714285714285,1
2018-12-06,0.744,0.894,-3685.0,0.077,0.063,0.0,0.729,4,3aUTkuo4ObA6QPtZSu5NBq,2018-11-17,9,80,1654 days,15863.0,2266.1428571428573,1
2018-12-06,0.655,0.835,-3451.0,0.059,0.046,0.0,0.165,1,2tnlNVAhuQGgoFJxALVeXx,2018-11-30,7,510,1641 days,43993.0,6284.714285714285,1
2018-12-06,0.8,0.578,-5144.0,0.049,0.004,0.0,0.367,145,0QIjsbm2fh1cJ45XO9eGqq,2018-09-14,84,13111,1718 days,402415.4000000101,57487.91428571571,3
2018-12-06,0.669,0.684,-4595.0,0.059,0.252,0.0,0.466,31,2J0X46UkpfLlWbuCXFgDLr,2018-11-09,28,2319,1662 days,14359.0,2051.285714285714,1
2018-12-05,0.537,0.837,-4477.0,0.039,0.19,0.0,0.533,29,0N8MGHEDAq29ip7RrlrTeN,2018-11-16,18,1460,1655 days,270282.5,38611.78571428572,1
2018-12-05,0.758,0.602,-7909.0,0.094,0.038,0.0,0.519,10,61sqsOPon94ecMskeEXwev,2018-11-30,4,86,1641 days,106889.0,15269.857142857143,1
2018-12-05,0.87,0.35,-6082.0,0.277,0.007,0.0,0.175,8,2Grb4G6t9VIqo6moKUloom,2018-11-21,11,555,1650 days,66240.66666667,9462.952380952858,1
2018-12-05,0.775,0.872,-4194.0,0.047,0.033,0.058,0.379,34,5sdb5pMhcK44SSLsj1moUh,2018-11-02,34,3241,1669 days,106889.0,15269.857142857143,1
2018-12-05,0.901,0.598,-6934.0,0.17,0.019,0.0,0.355,17,0EwS8XJQspgrj1zSUXhFkl,2018-11-28,8,761,1643 days,222085.0,31726.42857142857,2
2018-12-05,0.651,0.833,-3356.0,0.172,0.021,0.0,0.443,6,0u695M7KyzXaPIjpEbxOkB,2018-11-30,3,18,1641 days,508986.33333335,72712.33333333571,1
2018-12-05,0.695,0.639,-6897.0,0.153,0.107,0.001,0.344,3,4AhSkRYioEIfGvCV19peYN,2018-10-19,45,5482,1683 days,424924.5,60703.5,1
2018-12-05,0.755,0.625,-7114.0,0.09,0.49,0.0,0.374,32,2hnxrRNzF74mdDzpQZQukQ,2018-09-28,64,5597,1704 days,149208.0,21315.42857142857,1
2018-12-04,0.404,0.531,-4328.0,0.103,0.215,0.0,0.321,7,1uru26I2JKd2mQZt0MDCUe,2018-11-10,22,862,1661 days,191056.0,27293.714285714286,1
2018-12-04,0.704,0.56,-6791.0,0.179,0.185,0.0,0.609,12,3WefHNGtjexZvi66ZEx9u4,2018-11-17,10,205,1654 days,15005.0,2143.5714285714284,1
2018-12-04,0.511,0.718,-6293.0,0.404,0.0,0.0,0.267,43,4iQ5gmTAzWfK8JyFC2LBox,2018-11-30,5,397,1641 days,48350.5,6907.214285714285,2
2018-12-03,0.908,0.365,-9954.0,0.094,0.093,0.0,0.742,48,6bXSYxP6WDlNCr6Jk1H3MW,2018-12-01,2,51,1640 days,116874.4,16696.342857142856,1
2018-12-03,0.779,0.767,-5462.0,0.258,0.002,0.0,0.523,9,6kp0inxIexxSiDJfWqq0ZL,2018-05-27,61,3513,1828 days,89669.0,12809.857142857143,2
2018-12-03,0.781,0.487,-8823.0,0.589,0.034,0.0,0.344,44,1Szfm2XAx3Kgl55dyl8sTU,2018-11-30,4,228,1641 days,107090.0,15298.57142857143,1
2018-12-01,0.754,0.728,-7.61,0.081,0.041,0.0,0.594,20,26jYPsHHSOxCTz4cLt6SbQ,2018-11-28,4,450,1643 days,115025.0,16432.142857142855,2
2018-12-01,0.678,0.76,-5546.0,0.221,0.056,0.0,0.24,22,3EQ9QP2E7wjYQba8OSPBst,2018-11-30,2,84,1641 days,43993.0,6284.714285714285,1
2018-12-01,0.603,0.67,-4809.0,0.25,0.087,0.0,0.159,16,6pUBrvKfJL4qmn95mxU7rC,2018-11-30,2,50,1641 days,43993.0,6284.714285714285,1
2018-12-01,0.821,0.72,-4606.0,0.222,0.009,0.0,0.285,9,35J4wXQeRuHNOEArMy6FOe,2018-11-30,2,34,1641 days,43993.0,6284.714285714285,1
2018-11-30,0.874,0.552,-5997.0,0.383,0.056,0.0,0.231,5,3zxiTHxE4MxwuYf8aLQ9ax,2018-11-30,1,5,1641 days,107090.0,15298.57142857143,1
2018-11-30,0.572,0.155,-14405.0,0.034,0.835,0.0,0.095,1,0AG2l0IboWNSwjUkMr2Aq7,2018-11-30,1,1,1641 days,1596.0,228.0,1
2018-11-30,0.92,0.458,-5643.0,0.315,0.017,0.0,0.403,68,39RWYLt6hgk9BbhkDgaHW9,2018-11-30,1,68,1641 days,107090.0,15298.57142857143,1
2018-11-30,0.926,0.444,-9024.0,0.254,0.206,0.0,0.389,10,6RiMRVxOiEYd4QSu1cxrls,2018-11-30,1,10,1641 days,8861.0,1265.857142857143,1
2018-11-30,0.672,0.565,-6504.0,0.441,0.106,0.0,0.313,80,7cW1wHpSLYgKWzoWlOCPFJ,2018-11-30,1,80,1641 days,107090.0,15298.57142857143,1
2018-11-30,0.376,0.473,-5636.0,0.033,0.005,0.002,0.04,76,3HPpOFmDibEO06Z2q4ZN5u,2018-11-30,1,76,1641 days,1596.0,228.0,1
2018-11-30,0.765,0.574,-8456.0,0.31,0.059,0.0,0.606,40,2PCKWNZYcwyFKd4lVRWE8k,2018-11-30,1,40,1641 days,8861.0,1265.857142857143,1
2018-11-30,0.737,0.714,-6138.0,0.037,0.225,0.0,0.608,42,3WDIhWoRWVcaHdRwMEHkkS,2018-11-30,1,42,1641 days,169944.0,24277.714285714286,1
2018-11-30,0.793,0.395,-5578.0,0.385,0.277,0.0,0.129,100,4F6yN5FsFW10Ucx7cLCzBh,2018-11-30,1,100,1641 days,107090.0,15298.57142857143,1
2018-11-30,0.932,0.658,-7708.0,0.353,0.207,0.0,0.695,14,2WqTKOAUmv7hz9ZzGnXHrY,2018-11-30,1,14,1641 days,107090.0,15298.57142857143,1
2018-11-30,0.7,0.435,-12597.0,0.043,0.122,0.001,0.21,18,3nTDO6k4R6i3FpKx0QNgJ5,2018-11-30,1,18,1641 days,8861.0,1265.857142857143,1
2018-11-30,0.766,0.703,-5877.0,0.163,0.008,0.0,0.331,8,6cPnE82DKBLd7sg02ZNg8K,2018-11-30,1,8,1641 days,43993.0,6284.714285714285,1
2018-11-30,0.891,0.525,-7666.0,0.214,0.002,0.0,0.15,2,3yIZgYN7AKO3cDueyhpuCS,2018-11-30,1,2,1641 days,107090.0,15298.57142857143,1
2018-11-30,0.682,0.639,-4406.0,0.292,0.028,0.0,0.183,38,45CCe4gu08OYG1I4MH8TU6,2018-11-30,1,38,1641 days,43993.0,6284.714285714285,1
2018-11-30,0.395,0.508,-3522.0,0.033,0.795,0.0,0.168,24,2b3JxLi8KAiOsD8ehnOxDZ,2018-11-30,1,24,1641 days,15349.0,2192.714285714286,1
2018-11-30,0.888,0.432,-9275.0,0.093,0.056,0.0,0.173,32,52i143Ph5c3RQaQFBXWix1,2018-11-30,1,32,1641 days,107090.0,15298.57142857143,1
2018-11-29,0.72,0.628,-7192.0,0.072,0.078,0.0,0.591,68,3uPuEFKEzGTn628CCQZUCF,2018-11-28,2,200,1643 days,88014.0,12573.42857142857,2
2018-11-29,0.79,0.858,-2.78,0.047,0.303,0.0,0.79,7,6XBjCetHKdO5L9cwMDVffw,2018-07-24,128,6708,1770 days,253332.833333316,36190.40476190229,2
2018-11-29,0.665,0.651,-5515.0,0.156,0.041,0.0,0.237,27,29tc0GbW0pTSBZSCZF3NWk,2018-08-05,117,9301,1758 days,524816.66666666,74973.80952380857,1
2018-11-29,0.654,0.528,-6224.0,0.041,0.06,0.0,0.376,12,2CTN6UuO2dNEVZXR0DJVk2,2018-11-23,7,318,1648 days,90103.0,12871.857142857143,1
2018-11-29,0.691,0.402,-12149.0,0.06,0.703,0.0,0.844,125,1XBc4r6ltXjkFJBrsttwIF,2018-11-18,12,1056,1653 days,37264.0,5323.428571428572,1
2018-11-29,0.737,0.636,-4546.0,0.044,0.044,0.0,0.565,92,6kPJZM97LwdG9QIsT7khp6,2018-05-18,196,32953,1837 days,169944.0,24277.714285714286,1
2018-11-29,0.775,0.853,-5867.0,0.298,0.079,0.0,0.537,55,3jHsYztlhj1GunIF6yIePH,2018-11-28,2,181,1643 days,87914.0,12559.142857142857,1
2018-11-27,0.739,0.742,-4586.0,0.033,0.023,0.0,0.659,6,05mAIVLkIWc2d1UBYZBCp8,2018-10-05,41,3056,1697 days,56117.5,8016.785714285715,2
2018-11-27,0.329,0.179,-11589.0,0.03,0.933,0.0,0.255,7,4YJUTdZ0Pgl0ZeNyHYXeLd,2018-11-19,4,59,1652 days,227748.0,32535.42857142857,1
2018-11-27,0.754,0.342,-8677.0,0.099,0.073,0.0,0.423,13,5qHirGR7M9tdm6C17DlzSY,2018-09-17,70,4458,1715 days,17326.0,2475.1428571428573,1
2018-11-27,0.721,0.707,-6364.0,0.06,0.181,0.0,0.743,11,2aPTvyE09vUCRwVvj0I8WK,2018-11-23,4,134,1648 days,44776.0,6396.571428571428,1
2018-11-27,0.268,0.459,-6.94,0.035,0.378,0.0,0.175,2,1lCRw5FEZ1gPDNPzy1K4zW,2018-11-04,23,619,1667 days,227748.0,32535.42857142857,1
2018-11-26,0.566,0.769,-4342.0,0.087,0.018,0.0,0.385,21,5sbooPcNgIE22DwO0VNGUJ,2018-11-04,23,1753,1667 days,21250.0,3035.714285714286,5
2018-11-26,0.477,0.61,-5628.0,0.144,0.225,0.0,0.358,2,6CTWathupIiDs7U4InHnDA,2018-10-12,43,3036,1690 days,10677.0,1525.2857142857142,1
2018-11-25,0.599,0.761,-6887.0,0.042,0.713,0.0,0.712,5,6xdLJrVj4vIXwhuG8TMopk,2018-11-04,20,557,1667 days,227748.0,32535.42857142857,1
2018-11-24,0.746,0.703,-4179.0,0.107,0.352,0.0,0.667,26,33zcmmElV1YbRZe57biUjg,2018-08-18,99,5378,1745 days,26567.0,3795.285714285714,1
2018-11-24,0.766,0.822,-4126.0,0.16,0.39,0.0,0.881,19,7DrluKkTviBwCc8AV3VGmf,2018-06-08,170,19111,1816 days,443229.0,63318.428571428565,2
2018-11-23,0.499,0.638,-6145.0,0.044,0.129,0.0,0.253,23,4J4zx8xGJpuGndrVc06KaT,2018-09-28,54,2492,1704 days,51120.0,7302.857142857143,2
